graph,minDFScode
71,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(3,5,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendapinnumberinaletter,17,endprocess)"
72,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(3,5,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendapinnumberinaletter,17,endprocess)(6,7,1,endprocess,18,anewbankaccountwascreated)"
73,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,5,1,sendawelcomepackinaletter,15,endprocess)"
74,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,5,1,sendawelcomepackinaletter,15,endprocess)(5,6,1,endprocess,18,anewbankaccountwascreated)"
75,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(3,7,1,createanewbankaccount,5,sendabankcardinaletter)(4,5,1,sendawelcomepackinaletter,15,endprocess)(5,6,1,endprocess,18,anewbankaccountwascreated)"
76,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(3,7,1,createanewbankaccount,5,sendabankcardinaletter)(3,8,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendawelcomepackinaletter,15,endprocess)(5,6,1,endprocess,18,anewbankaccountwascreated)"
77,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(3,7,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendawelcomepackinaletter,15,endprocess)(5,6,1,endprocess,18,anewbankaccountwascreated)"
78,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(3,6,1,createanewbankaccount,5,sendabankcardinaletter)(4,5,1,sendawelcomepackinaletter,15,endprocess)"
79,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(3,6,1,createanewbankaccount,5,sendabankcardinaletter)(3,7,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendawelcomepackinaletter,15,endprocess)"
80,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(3,6,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendawelcomepackinaletter,15,endprocess)"
81,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,5,1,sendawelcomepackinaletter,19,sendabankcardinaletter)"
82,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,5,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(5,6,1,sendabankcardinaletter,20,sendapinnumberinaletter)"
83,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,4,sendawelcomepackinaletter)(4,5,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(5,6,1,sendabankcardinaletter,20,sendapinnumberinaletter)(6,7,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
84,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,5,sendabankcardinaletter)"
85,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,5,sendabankcardinaletter)(4,5,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
86,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,5,sendabankcardinaletter)(3,6,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
87,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,5,sendabankcardinaletter)(3,5,1,createanewbankaccount,6,sendapinnumberinaletter)"
88,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,5,sendabankcardinaletter)(3,5,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
89,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,5,sendabankcardinaletter)(3,5,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendapinnumberinaletter,17,endprocess)"
90,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,5,sendabankcardinaletter)(3,5,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendapinnumberinaletter,17,endprocess)(6,7,1,endprocess,18,anewbankaccountwascreated)"
91,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,5,sendabankcardinaletter)(4,5,1,sendabankcardinaletter,16,endprocess)"
92,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,5,sendabankcardinaletter)(4,5,1,sendabankcardinaletter,16,endprocess)(5,6,1,endprocess,18,anewbankaccountwascreated)"
93,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,5,sendabankcardinaletter)(3,7,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendabankcardinaletter,16,endprocess)(5,6,1,endprocess,18,anewbankaccountwascreated)"
94,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,5,sendabankcardinaletter)(3,6,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendabankcardinaletter,16,endprocess)"
95,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,6,sendapinnumberinaletter)"
96,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
97,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendapinnumberinaletter,17,endprocess)"
98,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendapinnumberinaletter,17,endprocess)(5,6,1,endprocess,18,anewbankaccountwascreated)"
99,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,21,sss)"
100,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,2,createanewbankaccount)(3,4,1,createanewbankaccount,21,sss)(4,5,1,sss,22,anewbankaccountwascreated)"
101,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,43,sendawelcomepackinaletter)"
102,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,43,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,19,sendabankcardinaletter)"
103,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,43,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(4,5,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
104,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,43,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(3,6,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)(4,5,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
105,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,43,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(3,5,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)"
106,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,43,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,19,sendabankcardinaletter)(3,5,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)(5,6,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
107,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,43,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)"
108,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,1,notifythecustomerbyemail)(1,3,1,evaluatetheapplication,43,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,44,sendapinnumberinaletter)(4,5,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
109,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)"
110,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)"
111,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
112,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,5,1,createanewbankaccount,5,sendabankcardinaletter)(3,4,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
113,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,5,1,createanewbankaccount,5,sendabankcardinaletter)(2,6,1,createanewbankaccount,6,sendapinnumberinaletter)(3,4,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
114,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,5,1,createanewbankaccount,6,sendapinnumberinaletter)(3,4,1,sendawelcomepackinaletter,7,anewbankaccountwascreated)"
115,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)"
116,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(4,5,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
117,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(2,6,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendabankcardinaletter,8,anewbankaccountwascreated)"
118,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(2,5,1,createanewbankaccount,6,sendapinnumberinaletter)"
119,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(2,5,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
120,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(2,5,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendapinnumberinaletter,17,endprocess)"
121,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(2,5,1,createanewbankaccount,6,sendapinnumberinaletter)(5,6,1,sendapinnumberinaletter,17,endprocess)(6,7,1,endprocess,18,anewbankaccountwascreated)"
122,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(4,5,1,sendabankcardinaletter,16,endprocess)"
123,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(4,5,1,sendabankcardinaletter,16,endprocess)(5,6,1,endprocess,18,anewbankaccountwascreated)"
124,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(2,7,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendabankcardinaletter,16,endprocess)(5,6,1,endprocess,18,anewbankaccountwascreated)"
125,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,5,sendabankcardinaletter)(2,6,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendabankcardinaletter,16,endprocess)"
126,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,6,sendapinnumberinaletter)"
127,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendapinnumberinaletter,9,anewbankaccountwascreated)"
128,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendapinnumberinaletter,17,endprocess)"
129,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,4,1,createanewbankaccount,6,sendapinnumberinaletter)(4,5,1,sendapinnumberinaletter,17,endprocess)(5,6,1,endprocess,18,anewbankaccountwascreated)"
130,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,15,endprocess)"
131,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(3,4,1,sendawelcomepackinaletter,15,endprocess)(4,5,1,endprocess,18,anewbankaccountwascreated)"
132,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,6,1,createanewbankaccount,5,sendabankcardinaletter)(3,4,1,sendawelcomepackinaletter,15,endprocess)(4,5,1,endprocess,18,anewbankaccountwascreated)"
133,"(0,1,1,onlineapplicationreceived,0,evaluatetheapplication)(1,2,1,evaluatetheapplication,2,createanewbankaccount)(2,3,1,createanewbankaccount,4,sendawelcomepackinaletter)(2,6,1,createanewbankaccount,5,sendabankcardinaletter)(2,7,1,createanewbankaccount,6,sendapinnumberinaletter)(3,4,1,sendawelcomepackinaletter,15,endprocess)(4,5,1,endprocess,18,anewbankaccountwascreated)"
